review,rating,categories
"Kung pwde lang i zero to e. Sobrang harassment akala mo hindi babayaran. Wala anywhere sa app nyo na nagsasabing 12 noon cut-off nyo! Makapagbanta pa sa text. Maghintay kayo kasi hindi pa sahod pero hindi ako nag-iiwan ng utang. Nit recommended to kubg di lang emergency pero hayup ung support sa kabastusan! Bayad na cya btw, and di na kayo makakaulit that's for sure.",1,leniency
"Perfect platform, easy to use app. Loan term is awesome!",5,user friendliness /  leniency
"Beware. They are going to look into everything and gain access to all the information in your phone. Contacts, apps, emails and more. Find a better lending app.",1,data privacy
"Make sure na e screen shot nyo ang transactions nyo sa bills payment dahil hindi na makita sa transaction history makalipas ang mga buwan. Walang kwenta! Kung meron man, panu? Finilter ko na, nag back date na din ako. Money transfer lang ang nandun. Live chat is not helping at all.",1,transaction legitimacy /  customer service
Very helpfull I'm times of need and agent are kind and helpful and considerate,5,customer service /  transaction speed
"DO NOT EVER USE THIS APP. THEY PERSUADED ME TO APPLY FOR A LOAN. ON THE DUE DATE I NICELY NOTIFIED THEM I WILL BE SETTLING THE PAYMENT BY FRIDAY WITH INTERESTS AND LATE FEES. AGENT WAS RUDE, SARCASTIC AND CONDESCENDING. VERY UNPROFESSIONAL. I WAS NOT PLANNING ON TAKING A LOAN BUT YOU BOMBARDED ME WITH TEXT MESSAGES REQUESTING I TAKE YOUR OFFER. YOU CAN TAKE YOUR MONEY BACK. I WILL NEVER USE YOUR APP. I WILL REPORT THIS APP AS WELL.",1,customer service
"The most easy, convenient, user friendly banking app i have ever used! Plus free transfer fee 3 times a week to any bank is a big plus! App is fast and never experience lagging or downtime.",5,user friendliness /  user incentive 
SCAM DO NOT DOWNLOAD they will only get your info details and later on the loan is dis approve they will get the contact details and after you fill out all the info your application will dis approve.wondering they have high ratings,1,data privacy /  transaction approval
Dont use this app. App says the date but has a cut off time. Their CUSTOMER SERVICE IS RUDE!! SUPER!!!! I WOULD GIVE NEGATIVE STAR IF I CAN. PLEASE DONT USE THIS,1,leniency /  customer service
This app may have its flaws but still better than other banking apps. Happy using this app.,5,user friendliness
"the app is easy to navigate but my loan application still in progress. been waiting more than 48hrs .While on their dashboard i have to wait within 24hrs. I sent an email raising my concern and followup. Chat with live agent,no changes. Slow provessing.. I'm having a bad experience using this app.",2,user friendliness /  transaction approval /  customer service
"Credit, installments, and loans in this software are very punctual, and the reputation is very good, so many people use this product, and recommend it to more friends!",5,transaction speed
"Sobrang laki ng interest. Gusto nila pag sinabi nila ganitong oras 1pm dpat before 1pm bayad kna. Eh, dapat dun untill 11:59pm pwede ka mag bayad. Grabe mga online lending nato sobra na laki ng service fee nila pati interest grabe pa sila mag text.",1,transaction fees /  loan interest /  leniency
Hi I'm so satisfied and happy with my banking transactions using your KOMO app. But I just want to ask if your your KOMO loan menu is currently not available or what? Because sometimes it appears in the dashboard and sometimes it's gone? What is that loans menu for? I'm just curious.. I hope you answer me. Thanks!,5,user friendliness /  feature accessibility
You should have told people the exact reason why you denied an application. I have given all information you needed. I even allow your representative to come in my house just to let you know where you can get in touch with me easily. you want people to be honest then tell people straight why they are denied,1,transaction approval
"Your employees are threatening me, wala silang customer service nananakot pa. At kelangan mo agad bayaran ang loan on a short period of time which was not indicated in the agreement, ang nakalagay dun 125 days to pay off the loan. That's misinformation.",1,customer service /  leniency
application is easy to navigate and fast response rate,5,user friendliness
Your app is always down.,1,feature accessibility
Fast and easy,5,user friendliness /  transaction speed
"Mag llog in palang ambagal na, pag dating sa pag send niyo ng otp sa email inaabot ng 30min samantalang ang nakalagay na palugid 5min, anong klaseng online bank yan, hindi maganda ang service niyo",1,security features
"If there is a zero star, I will definitely use that as my review. I can't transfer money using this online banking. 😡😡😡",1,feature accessibility
Fast and easy,5,user friendliness
difficult to get an approval,1,transaction approval
Napakasama ng UGALI NYO!!!! NGAUN PLNG ANG DUE DATE KO TAPOS NAGTEXT BLAST KNA S MGA CONTACTS KO!!!! AKALA KO B MY PRIVACY ACT KAU HA!!! ANO TONG GINAGAWA NYO!!!! HND P NGA NATATAPOS ANG 24 HOURS TAPOS GANYAN N ANG GINAGAWA NYO!!!! ANONG KLASENG PATAKARAN MERON KAU HA!!!!,1,leniency
Jusko po ang panget naman pala ng uno bank. Ilan araw na Ako nag hihintay sa email yun pala tinanggal na pala? Langhiya pati send money sa other banks di nag reflect sa pinadalhan ko. Magkaiba talaga ang e-wallets sa other banks. Di siya automatic na my error kapag may mali sa details. Nawala lang yung pera ko.,1,transaction legitimacy
"Decent app, but with limited functionality.",3,feature accessibility
Convenient payment arrangement,5,user friendliness
I can't log in at all. Useless app They are getting personal information and ids But can't log in.,1,registration /  data privacy
"Its a fast approval loan app..maasahan talaga,thank you.god blessed",5,transaction approval
Awful collection agents! Very rude,1,customer service
"The old/original app had a more robust feel to it... This new one has a very delayed response time when transferring money even to your own account It doesn't display complete transaction details only reference numbers which doesn't mean anything to the user Sure, it looks more streamlined...and so is its performance... 2 thumbs down👎👎",1,transaction speed
Conveniently secured and user friendly.,5,security features /  user friendliness
Pano naman kung tama ung enrollment data pero hindi magsubmit nkakakstress po,1,feature accessibility
Grabe potanginang app to lagi na lang currently unavailable pag mag inquire,1,customer service
Very simple and hustle free.☺️,5,user friendliness /  transaction speed
To many error when i try to check my balance on my bank account,1,feature accessibility
"I can't open an account. I even filed a ticket to their customer hotline. Edit/Additional Review: it seems they're not open for a new customers/account. This app sucks, I've already contact their customer service many times and there's no solution in my concern.",1,feature accessibility /  customer service
"waste of time and money. may pa meetup pa sa field agent kaya gagastos kpa to go there, getting all your info and sign agreements, days after rejected pala. bulok ang sistema, no wonder they're not as popular as other lending apps out there. not recommended.",1,transaction approval
Woyyyyy! tangena.... paano ako mkaka bayad ng loan ko? eh sira ang apps nyo! ni hindi ko mkita ang Referrence code! tas grabee agad mgtaas ng Interest! 🙄🙄🙄 ang bobo maningil ng mga agents. wala naman binibgay na code! NAPAKA TANGA!,1,feature accessibility /  loan interface /  customer service
The overall feature of the app is great except for the downtime. so 4 ⭐ for me,4,feature accessibility
Maganda kasi madali muna malaman kung naaproved ka sa loan mo,5,transaction approval
The app is not working. I keep on reinstalling the app and restarting my phone but it doesnt work.,1,app installation
WAG NINYONG GAMITIN ITONG APP NA ITO KASI SCAM TAS LAKI NANG INTEREST AT PENALTY TAS TAWAG PA NANG TAWAG HINDI EXACT AMOUNT PAYMENT BINIGAY KO NANG PERO HALA TAWAG NANG TAWAG 😤 WAG NIYO TOG GAMITIN TONG APP NA TOHHH............😡,1,loan interest /  leniency
It always says that you have slow internet connection eventhough my internet is perfectly fine. This is the worst online banking that I experienced. I used to like this app but after a series of garbage update it became worse.,1,loading speed
It's a great app. Easy and fast.,5,user friendliness /  loading speed
scammmerss😡🤬 yung mas malaki pa yung interest keysa sa hiniram mong pera and threats you when you can't pay,1,loan interest /  leniency
It is useful.. Easy to use,5,user friendliness
TOO MANY HIDDEN CHARGE'S 🤮,1,transaction legitimacy
I want to cancel my application but theres no portion of the app to cancel. This app is a scam. You will view the deduction and the amount your receive in last part and you cannot cancel the application.,1,feature accessibility /  transaction legitimacy
Not use to balance inquire,1,feature accessibility
"Beware of this lending App, Stressful kapag nanghihiram ka dito, bukod sa mataas na interest, makakatanggap ka ng mga pagbabanta kahit na di mo pa due date...wag na wag kayong manghihiram dito. Kung mahina ang loob mo baka mabaliw ka pa.",1,loan interest /  leniency
"💯%Very BAD!Service!.Very Disappointed😞.NAPAKABAGAL!gumawa ng AKSYON! Ilang Bisis Pa!Tawag sa CS at Pabalik Balik!for Follow Up sa Branch!,their Poor Service!😠Merchant/Remittance Partner (ONLY ONE)!..NO!Option😠. Very HIGH SERVICE FEE/INTEREST!😠.CHANCE TAKER!😡 to those Who Need Cash!.Block My Account!Do it NOW!!!!!!.NO Star!for me!😡👎.. Attention!! this APP!🚫 Not RECOMMEND! to those Who Want to TRY!🚫",1,customer service
"When I try to link my GSave account, it always says there's something wrong and I should try again. Additionally, when I try to resend the OTP, my phone doesn't receive it. Instead, I have to go back to the login page and then try to link my GSave account again to receive an OTP. But even then, the same error persists.",1,feature accessibility /  security features
Very disappointed for what happened the app was under maintenance for 2 day?! exactly at the time of operational hours!,1,feature accessibility
"Ok nman po sna kahit sobra laki ng mga hidden charges helpful po un apps nyo if wala na other choice kaso lang to short un term of repayment nyo, oo nga 2 installments pro need mo mag pay in 6days the full amount, then 2nd payment 65 pesos? imagine po example sa 4500 u send 2900 only ok lang naman po un kaso u need the full amount in 6days .. sa laki nang charges nya dapat 1 month man lang un payment po.. and dpat my choices kau nang term of payment kasi malaki po un mga charges nyo eh, thank u.",5,transaction legitimacy
The app is not making true to its promise ro have a smooth online account opening process. UB still has the most effecient online banking experience without a doubt. I didn't even have to wait long for my account to be functional.,1,registration
"Cannot make a fund transfer, even though all my inputs are correct. What a useless app.",1,feature accessibility
Fast and reliable ....,5,transaction speed
"Unreliable, they always have system maintenance but it gets slower and slower.",1,loading speed
Smooth transaction. Fast approval and disbursement. Hopefully they can give longer terms.,5,transaction approval /  transaction speed
Im trying to sign up It really takes so much time for that email to be received. I've waited 10 mins and still havent received the email. its very frustrating cause if you didnt finish your transaction at a certain amount of time then app will close then you'll start all over again. I'll uninstall this app. Totally not recommended.,1,transaction speed
"very legit apps, but initial offering starts low. still helpful. thanks",5,leniency
if there's a negative rate. I'll gave one. it was good at first but to my disappointment😞. from 4950.down to 375. thinking it could help but it's not.,1,leniency
"I like this app. Very easy to use, navigate and make payments for my loan balances.",5,user friendliness
It say need update but when I try to update this it doest have an update so im unable to open the apps.,1,app installation
Works most of the time. Not good for money you may need immediately. No access to account from time to time even outside of scheduled maintenance times.,4,feature accessibility
"very easy to used, and very convenient apps",5,user friendliness /  transaction speed
I do have a lot of digi banks for my savings and funds. I can say that Tonik is one of my favorites because I can navigate it without any hassle. Such a user-friendly app! And I love their customer service. They respond quickly with my queries.,5,user friendliness /  customer service
nice fast transaction,5,transaction speed
The amount you get is lesser than the loan amount approved. The processing fees are high and they pressure the clients to pay. They won't allow considerations to pay the overdue by payroll. 1st and 2nd payments interval is only one week.,1,transaction legitimacy /  transaction fees /  leniency
walang kwentaang apps nato napakalali ng tubo wagkayo uutang dto kasi nanghaharas cla na keso ireport daw sa nbi?!!!,1,loan interest /  leniency
What i can advised dont use this app. This app sucks especially the CS Christian. They are very rude. Even sent text messages threatening the customer about their loan. Well in fact they can add an additional charges to the customer. So theres no need to say bad words.,1,customer service /  leniency
Fast transaction superb 💯,5,transaction speed
Very good and fast but loan payments is to shorts.hoping your offer longer payments. Thank you,5,transaction speed /  leniency
This is fast app were you can loan in case of emergency,5,transaction speed
"hassle free, easy and fast",5,transaction speed
Napaka poor ng payment channels neo nag secure payment ako tpos nd lumabas sa mocasa app ko ung payment and den bawas unionbank account ko sana nd neo na lng nilagay un secure payment kong need lage ng contract number... Nakaka waste lng ng time,1,security features
Fast and easy,5,transaction speed
easy and quick,5,transaction speed
The app is not user friendly it cannot open sometimes,1,user friendliness /  feature accessibility
sa tagal ko na may komo ngayun ko lng ulit naopen kada month pala may pa interest tska mblis mg transfer ng funds from shopee. lipat ko na cguro funds ko dito galing cimb,5,savings interest /  transaction speed
I love using GoTyme as it easy to use! and lots of perks specially on saving my money and smooth the transaction when it comes to other banks.,5,user friendliness /  user incentive 
This loan app. is sucks ito yung mga nanghaharas so don't install this app.,1,leniency
"I cannot proceed with the ePayCard/Payroll application. The moment I entered the RefID, it says ""Error, this feature is not available on Android as of the moment"". I only have an android phone. Web online still directs me to dload the app.",1,feature accessibility
Simula nun nag update kyu ayaw n gumana yun debit card kahit di nman naka locked..hassle sana maaksyunan agad,3,feature accessibility
It's a great way to check my balance without going to an ATM machine.,4,feature accessibility
"even if you refresh, still it showing unable to load balance!",1,feature accessibility
Something as simple as unlocking your card doesn't work. We're trusting this bank with our money. Do better.,1,feature accessibility
"this app is so annoying now. I know otp is advisable for security but i hope there is an option to opt out. Messages are full because you cannot delete them. You are lucky you still got 1 star but if there's 0, i rather choose it",1,security features
"This app saved me, of all money lending app, this is app has the lowest interests and long repayment days.",5,loan interest /  leniency
very nice app...its easy to use...,5,user friendliness
"So anong sabi nyo, you can request your data can be deleted. E di nga ako nangutang sa inyo, ilang beses kayo everyday nag te text reminding me about your offer na ilang beses ko ng sinabi na di ako interested kasi ang taas ng fee at interest nyo. All of your messages are screenshot and I will file a complaint sa Data Privacy Commission. Sabi pa ng agent nyo, ignore ko nlng msgs nyo, so ako pa pala ang mag a adjust sa kakupalan nyo. 🤬🤬",1,data privacy
The apps is too slow to start.,2,loading speed
"mabilis lang mag apply pero diko pa alam if mabilis din sa releasing, edit ko ito if ok na application ko",4,transaction approval
"Can't log in after the update, pls fix the bug...",1,registration
"Senseless auto decline type of apps, their ads is actually the opposite of what it really was. Hoax",1,transaction approval
Very easy to use.,5,user friendliness
Good and fast approval,5,transaction approval
"Worst bank and customer service! Someone used my account through POS fraudulently, kahit never ko pang nagamit online or even the card itself! 5days na pero walang sagot ang customer service! At ngayon sinuspend pa ang account! Ano na Komo?!",1,customer service /  data privacy
Harassing and violation of privacy act,1,data privacy
A convenient and user friendly digital bank so far.😍,5,user friendliness
Good and easy to use,5,user friendliness
DELAYED DISBURSEMENT - DO NOT LOAN FROM HERE IF YOU NEED TIME SENSITIVE IMMEDIATE CASH FOR EXAMPLE AN ACCIDENT. YOU WILL BE IN CRITICAL CONDITION. I HOPE THE OWNERS OF THIS LOAN APP AND IT'S STAFF EXPERIENCE THIS BAD KARMA.,1,transaction speed
smooth transactions i love 15 free transfers,5,user incentive 
Maganda ang sirbiyos ng konek 2 card sakin madaling magwithrew at makikita mo qng magkano ang napasok sau saving,5,feature accessibility
Loan amount doesn't increase even when you're a good payer,1,leniency
Bad service,1,customer service
"It is a promising app but fund transfer to ShopeePay is always unsuccessful. I don't know what's the problem. Please provide a clear explanation for this matter because the live chat for Customer Care seems to be not helping at all, also it takes too long for the agent to respond. Because of this mishap, you'll be forced to send your money to GCASH and make transactions there.",3,feature accessibility
"hindi na-carry over yung mga enrolled billing accounts ko... then hinahanap ko ang isa, parang wala... sana carry over na lahat from previous app para masabi na seamless ang experience...",2,feature accessibility
"Sa Juanhand, Tala, OLP, at fastcash nlang kayo Kasi dun mababa na interest long term pa at maayus kausap Ang mga agents nla.pero dito sa valley loan? 🤣 Mtaas na nga Ang interest Ang BABASTOS pa Ng mga agents Hindi na train Ng good customer service. Tpus Ang worst is 7days forever payment terms. Hahaha,papaniwalain lng nla kayo na kunyari next loan mo mababa na interest then long term but pg dating sa APP same parin, prang bnibigyan nyo lng cla Ng libo libo Pera every week. NOT RECOMMEND 👎👎👎",1,loan interest /  customer service
I don't understand why this has many rates. I can't even open the app! Please fix this. I have a very strong wifi connection so it's not my fault,1,app installation
I did not recommend this App because even though you delay for 1 day they will not stop sending a messages and also yhey message you on facebook the processing fee is to high and you can get half of you loan and you will full ..its really annoying i will use it anymore.there a lot of message and call .,1,leniency /  transaction fees
Keeps on saying no network connection but I have strong internet connection and can open other apps but this.,1,loading speed
I'm a new account user and the app is not user friendly. I did online transactions and I always encounter unsuccessful attempts. Please fix your issue. The app causes a lot of trouble.,1,user friendliness /  feature accessibility
Fast n efficient,5,transaction speed
"Find it hard to fill up the contact references, it will suddenly go back to the main screen. I tried many time still same issue. Not a friendly app!",1,feature accessibility
Great app! I love this app. User friendly than the new one. Listen to your bpi clients and do not delete this wonderful app. Delete the new one.,5,user friendliness
Legit.. but do not have any option or mode or monthly installment plan.. you have to pay additional fees for additional 1 week grace period of due date.. i hope you can have 3 mons to pay plan for those who are paying early prior to due date.. and accurate payors...,2,leniency
Easy to use. Very safe for me because it's automatically logging me out if it's taking me longer to type anything. Thanks!,5,user friendliness /  security features
Why the update? Why fix what's not broken ? Half of my billers are gone and loads slowly ( note 10+ ) . I have to use the browser version to pay my bills like an animal !,1,loading speed
I only recieved half of the loan and the loan repayment is far larger than the loan itself I do not recommend this app. Scam loan,1,transaction legitimacy
"Worst online banking app so far! Always giving me an error message while trying to transfer to other bank and no matter how many times you will try to refresh it, still the same! If I can give 0 rating that will be the best to describe this app. Nothing but an inconvenience!",1,feature accessibility
Applied but failed and many txt messages received that loan is approved or 1 valid i.d need to approve but always failed.Uninstall na this wasting time.,1,transaction approval
very good in serviced and fast in transactions. highly recommended.,5,customer service /  transaction speed
"I already registered many times, but once it's time to send the payslip, it will back on the first step over and over again. Hope you notify me or something on what is the problem. ps. I deactivated my first created account last month and try to create a new one. Please help me solve this problem. Thank you",1,feature accessibility
I cannot log in. Its been hours and the sysmtem says there is issue. Can you please do something about this?,1,registration
"Great app! Great service! Interest rates on loans are very reasonable. I've been using this app for around 3 years and have had no problems. Best digital bank so far. Haven't been able to use their debit card to withdraw from ATM's, but it is not an issue since you can just transfer it to GCash or your other ATM Cards. Highly recommended!",5,loan interest
Unusable app. Cant log in. Always unable to proceed transaction. Why do you even have this app if its not working well?,1,registration
Nice user interface. Meet my expectation para hindi na ako pupunta sa branch kapag nag papadala very convenient. Pa approve po ng upgrade hehe,5,user friendliness
"Unreliable! December 24, 2017; 9:28AM - Phone Reloading through App Unavailable. July 20, 2017; 6:53PM - No App, No Website. Februray 1, 2018; 10:10PM - Both App and Online Banking are Unavailable. February 18, 2017; 3:43AM, 11:21AM - Error 95. Prepaid reloading unavailable. March 11, 2018; 1:00AM - Neither Online Banking through website nor App is available. April 6, 2018; 3:13AM - No App, No Website, No USSD - Lahat wala! May 17, 2018; 6:45PM - No App, No Website.",5,feature accessibility
good services and fast approval,5,transaction approval
very good application simple easy to apply loan,5,user friendliness
"Kyla, is the representative who answers all my questions regarding the app. And actually I just understand how MOCASA works after contacting their customer service. She's very friendly and she help me understand the behavior of MOCASA. I am still on the process of unlocking my credit but I am loving it now. Very friendly interface on their app and its very easy to use.",5,customer service /  user friendliness
Works smoothly!,5,loading speed
easy to apply..,5,user friendliness
It's easy to sign up and easy to navigate,5,registration /  user friendliness
Easy and fast loan application (if you always pay on time),5,user friendliness /  transaction approval
"I borrowed 5,000 then i pay 1,400+ first to use the service before my deadline. I thought the remaining balance with an interest to be paid off was a fixed amount, but when the deadline is coming, from 4400 it goes up to 4,760.",1,transaction legitimacy
This is a scam.. Hindi mabuksan Ang app nila para makuha mo ref number mo. Taz syempre d k makakapagbayad hanggnga lumaki interest mo.. this is a scam para lumuki interest mo,1,feature accessibility /  transaction legitimacy
"The app sucks, period. I can't even transfer money to my own account, let along other banks.",1,feature accessibility / transaction flexibility
Thumbs up for cs mae. She assists me with all my concerns. Well trained!,5,customer service
"So far the most smoothest digital bank that I've ever used! User friendly, easy to navigate, good for beginners plus daily interest. No hassle when transferring and receiving money",5,loading speed /  user friendliness /  savings interest
wow very helpful tlaga tong apps n to Lalo n ngaun bglaan needs thank u plentina,5,transaction speed
"When paying bills pariculary water & electricity, you must include in the confirmation messages the account number you paid not only the amount and reference#.",3,security features
"Borrowing money here is basically a problem. It's easy to borrow money. It's really convenient and quick! The loan amount is large. Well I have money to spend. The requirements for the loan amount are very wide, and the withdrawal efficiency is also very high. Borrowing money is really easy to use, and it is really suitable for borrowing to solve urgent needs",5,leniency /  transaction speed
Its perfect and easy to use,5,user friendliness
"The money lending software recommended by friends can solve the problem of capital turnover and make it easy for you to deal with it. Loan Zaiqianbao is a superb software, and I recommend it to everyone as a quick loan platform",5,transaction speed
"Rude, unrpofessional and pushy agents",1,customer service
Legit and user friendly application.,4,transaction legitimacy /  user friendliness
Hi mocasa! Can you stop sending me messages. Im not interested sa mga offer niyo. Useless na sakin app niyo.,1,customer service
"It just Collected my information, hopefully you won't use it to any illegal activities or else I will report you to SEC,NPC and NBI CYBER CRIME.",1,data privacy
Payments does not post real time.,1,transaction speed
ok naman c juandhand kaso matagal pag increase ng credit limit,2,leniency
Amount of cleared check is not immediately reflected as available balance (still remains as current balance) and that check was deposit 3 days ago. This is inconsistent with correct info shown on the web app. Also had an issue with Instapay transaction being processed only after several minutes.,1,transaction speed
App is easy to use and so smooth that there is no lag at all. 4 stars only because you do not use One Time PIN sent to mobile number for fund transfers. The security PIN is not enough for me.,4,user friendliness /  loading speed /  security features
"Bulok ang puta, kung kailan kailangan saka di gumagana. Puro kayo traffic. Bulok app nyo di nyo optimize.",1,loading speed
Worst bank app ever! I would choose zero star if there's an option. Despite of having good internet the app just keep loading. Always encounter errors. Please fix this hire some IT expert.,1,loading speed
Napakabilis mag approved kuha agad ang cash lalo na nung emergency talaga na kailangan q salamat mr.cash,5,transaction speed
Fast and Reliable.,5,transaction speed /  transaction legitimacy
applied for loan as advised by gsis personnel that it would be faster thru this app. but the app does not send the OTP at all to complete the application. 🤡🤡🤡🤡🤡,1,security features
Legit yung apps at madali lang ang process ng loan.thank you olp💕,5,transaction legitimacy /  user friendliness
very helpful in times of hardship and pag naubos na budget pde ka paden makagrocery,5,transaction speed
Fast processing .,5,transaction speed
"The platform is useful, easy to use, and has many products.",5,user friendliness /  user incentive 
Very slow to log in,1,registration
The app keeps on saying my password is incorrect but same password was able to log me in just fine in the old app. I hope the developers and QAs are testing the app thoroughly before releasing it to consumers!,1,registration
Matgal ma approve,3,transaction approval
Excellent user friendly app,5,user friendliness
"Sign up error! I already received my physical cc. However, When I tried to sign up both app and online there's an error. I tried to re-install the app yet the error persist.",1,registration
"Been using the service when it was still called ReviCredit. Never paid late but instead of interest rates become better for a diligent customer, they were increased and my credit limit reduced by 7,000PHP. I've paid off my remaining balance and will never use this service again.",1,leniency
Pinagloloko nyo mga customers nyo. ANG TAAS NG CHARGE NYO SA KUNG ANO ANO TAPOS SIMPLENG PAG UPGRADE NG APP NYO BULOK!!!! Hindi gumagana yung Online Bank transfer from Metrobank to other banks o GCASh.. gumawa pa kayo ng ganito kung wala din tulong at kwenta.. Tapos sasabihin mo ginawan ng report e nagreklamo ako dati wala namang email o any message sainyo. Mga SINUNGALING!!!,1,transaction fees /  feature accessibility
good service and fast process,5,customer service /  transaction speed
This digital bank is so good and has a user friendly UI,5,user friendliness
One of the suckiest banking app in the Philippines. Imagine I had to redo online account application 3 times because each time it appears the application timed out because the screen just goes gray.,1,registration
Super high interest payable for only 7 days. There staff are not professional on the way they follow up payments. They are so unprofessional to the point that they will mock you and will intimidate you. Not recommended loan app.,1,loan interest /  leniency
Easy to use. I have a question? How to deposit if i am here working abroad.,5,user friendliness
"I cannot enroll my new debit card to online banking. Its say Enrollment cannot processed this time, everyday I try sam problem. How to solve this problem? Thankz.",1,security features
"Cannot register and help desk is not helpfull. I've done everything they've asked me to, clear cache restart phone etc... why can't anyone from helpdesk or any other staff help create the account.",1,registration /  customer service
"The old app is more stable and has more biller options to pay bills using my account, including Dragonpay. Hope this app will at least include Dragonpay as a biller",1,feature accessibility
Not good loan apps it wasted my time and the worst after they collected all your personal informartion you cant even know if you are approved or not....plsss dont even try to download this app....its a SCAM!!!!,1,data privacy
"waste of time applying, jusf collecting info on applicants, linked account were already at risk. do not try at all",1,data privacy
"very fast approval and hussle free, people are not harassing me to pay they just reminding. recommended app to others. thank you!!!",5,transaction approval /  leniency
"It would be best in your next update to include the UNOnow Loan for existing clients, update mobile number and email address. Also, I'm wondering why loans is only offered to new customers when they initially open an account (open a savings or loan). I don't think it's fair for existing clients. Take care of your existing clients before the new ones because I know for sure they will tell others how UNO takes care of there customers. Overall very impressive App!",5,feature accessibility
Slow to access,3,loading speed
only thing is u dont get to pay in advance so u get these calls to pay ur loan until your due date other than that its reliable,4,leniency
Reliable and fast loan app. Recommendable!,5,transaction legitimacy /  transaction approval
I was trying to create an account connected to SSS but on the financial info's job occupation shows no info. How am I supposed to create an account if I can enter my occupation? I tried everything and it took hours of figuring out and searching how to resolve it. Still no success. So disappointed.,3,registration
This is dangerous after you install and try to apply for loan a lot of unknown numbers keeps calling and texting me negative star,1,data privacy
true to its promise! easy installment plan at di masyado masakit at mabigat sa bulsa.,5,user incentive
App doesn't work for me. Nearly every transaction requires an OTP. No cell signal with any service where I live so I can't receive the OTP. Please add additional authentication methods like Google Authenticator.,1,security features
"Im trying to link my uno account at gcash but I kept getting an error stating ""something is not working"". Keep encountering the same error.",1,feature accessibility
There's a problem with the email verification. I tried to resend 3 times no email verification received,1,security features
"Okay naman sana. Fast loan. Kaso masyado mataas at madaya yung rates. Like ngayon, naghahanap ako ng installment payment pero from 15000 naging 20000 ako for a short period of time. Edit: Draining ang collection services nila grabe. Every half of the day or basta every single day kahit novela na paliwanang mo, useless at need mo ulit ulitin sa iba't ibang agents na tatawag sayo every single day. Unless makabayad ka agad, no don't use this. Nakakasira ng mental health.",1,transaction speed /  loan interest /  leniency
1 star for now as i did not receive any.response from your customer service about my concern on my account approval. I hope you get in touch with me as soon as possible so that i will know if there is lacking on my application.,1,customer service
User-friendly.,5,user friendliness
Universal bank yet worse online service from logging in...,1,registration
Very easy to create an account and it is very minimalist.,5,registration /  user friendliness
"Mabagal update ng Balance, after opening ng Apps need pa mag refresh bago mag reflect correct balance",1,transaction speed
"Having used multiple lending apps, I can confidently say that this one is the best in terms of speed and efficiency",4,transaction speed
the processing is very fast,5,transaction speed
Biometrics log-in not functioning as the app keeps crashing once click,1,security features /  feature accessibility
It's a very good mobile loan app. It's very fast. It's the best one I've ever used. It can be repaid in installments without any pressure at all. Like it.,5,leniency
Pangit. Biglaang cancel ng account.. walang due process. Wag kayo gumamit,1,transaction legitimacy
Useless. There is no option to Enroll Services.,1,feature accessibility
Hard to contact bank phone tellers,1,customer service
Evaluation isa taking forever! This should be investigated by SEC and CIDG also! Anomalous application.,1,transaction approval
Very fast transaction,5,transaction speed
Weak customer service,1,customer service
"Very good loan software, easy to operate, fast lending speed, high loan amount, low interest rate. Really good.",5,user friendliness /  transaction speed /  leniency /  loan interest
You should have a button for detailed transaction of each statement of account.,3,feature accessibility
"Extremly slow, not convinient at all",1,loading speed
I love this app I hope they won't change the fees in the future. keep up the good work guys.,5,transaction fees
"This apps is very nice, if u don't have money you can loan here thankyou PeraMoo.",5,transaction legitimacy
Nang haharass mga agent dito,1,leniency
Its always said something is not working when you try to log in..,2,registration
"Easy and fast.,..",5,user friendliness /  transaction speed
"Honestly I started to love this bank.easy access and smooth transactions,you can save money with interest and zero fees in fund transfer. However I've tried to avail their services like PL I've always got declined.Anyway I'll still continue to use CIMB bank and hoping next time to approved and heard a good news from you.",4,transaction speed /  savings interest /  transaction fees
"Go Tyme App excels in the area of money transfers. Whether I need to send money, pay a bill, or transfer funds between my own accounts, the process is smooth and hassle-free",5,transaction speed
"Good day, for now it is ⭐⭐⭐⭐⭐ just using it for 24-48 hours now and my loan has been approved and credited to my Tonik account (in less than 24hrs), I hope they have Instapay, I am now waiting for the bank to bank transfer via PESONET which I guess I will receive it on next business day. there is no perfect application, but for me the Tonik app is great, UI 💯, easy to navi, smooth with registration, chat bot needs to improve, Customer Service product knowledge wise is ok. KEEPITUP ""LUV"" ☺️",5,transaction approval
calling all interested people to use Seabank platform for your financial transactions! it's easy and worry-free.,5,user friendliness /  transaction legitimacy
App still did not work. Unable to open... Please fix the soonest..thnx,1,feature accessibility
Nice application easy to get loan but interest rate is to much high😔😢💔 Wla kna magawa Kung na click Mona agad ang submit kc wla pang 1mins.agad marecieve na sa gcash account mo😢 di PA buo ang loan mo dahil sa kaltas Nila 💔😥😭,1,user friendliness /  loan interest
"Its been 2 days sinxe I have submitted my applicatipn, since then I havent receive any updates. I went tontheir customer service but all they will tell you is that ""Wait for the results within the day"".",1,transaction speed /  customer service
After update Get OTP via App not working. please fix asap.,3,app installation /  security features
"Very fast transaction,",1,transaction speed
Sometimes it takes time to load but maybe because a lot of people are using it at the same time. People are ungrateful in the review section.,5,loading speed
